Site,Site2,Transect,Quadrat,Litbag,Lit,LitNum,Teabag,Tea,TeaNum,Julday1,Julday2,Julday3,Temp1,Temp2,Temp3,Moist1,Moist2,Moist3,VolMoist1,VolMoist2,VolMoist3,SOM,percNsoil,percCsoil,NOxinit,NH4init,Nitrif,Nmin,WHC,pH,TpH,Cmin1,Cmin2,Cmin,SIR,LitSIR,IncTime,TeaLoss,LitLoss,STeaLoss,SLitLoss,LitMoist,mLitMoist,LitlCloss,SLitCloss,LitNmin,SLitNmin,LitInitCN,LitFinCN,LitinitN,TeainitN
Wagenin,4,21,141,281,Hol,1,477,Green,1,118,162,204,8.4,15.6,19.2,13.8,8.23,6.55,7.93,3.83,3.33,6.54,0.43,6.28,0,0,0.545,0.071,65.21,6.06,0.871,0.41,0.48,0.44,1.63,209.98,86,56.82,29.14,59.46,30.49,16.7,15,21.7,22.71,0.726,0.713,24.65,26.32,2.03,4.3
Wagenin,4,21,142,282,Hol,1,478,Green,1,118,162,204,8,15.3,19,12.26,6.41,6.09,7,3.3,1.4,5.93,0.35,5.21,0.08,0.8,0.12,0.021,58.35,6.26,0.55,0.5,0.58,0.54,1.66,227.13,86,57.49,29.45,60.16,30.82,14.8,14.2,23.33,24.41,0.822,0.813,24.65,22.76,1.87,4.27
Wagenin,4,21,143,283,Hol,1,479,Green,1,118,162,204,8,15.2,18.8,12.94,7.06,6.27,8.83,5.13,2.57,6.9,0.5,7.44,0.2,2.34,0.679,-0.107,62.88,6.17,0.676,0.39,0.47,0.43,1.58,178.32,86,56.55,29.99,59.18,31.38,12.7,13.2,24.3,25.43,0.808,0.799,24.65,22.87,1.82,3.83
Wagenin,4,21,144,284,Hol,1,480,Green,1,118,162,204,8.2,15.2,19.2,12.61,8.92,7.04,7.53,3.9,4.13,6.04,0.66,9.45,0,0.92,0.523,0.055,63.25,5.93,1.175,0.41,0.47,0.44,1.54,160.38,86,56.74,37.34,59.38,39.08,34.6,27,31.67,33.14,0.846,0.839,24.65,19.7,2.02,4.26
Wagenin,4,21,145,285,Hol,1,481,Green,1,118,162,204,7.6,15.4,18.9,10.56,8.85,6.16,6.77,3.43,3.5,5.47,0.96,13.57,0.15,2.52,0.693,0.024,56.89,5.98,1.047,0.41,0.46,0.43,1.53,220.94,86,56.18,27.46,58.79,28.74,13.2,13.5,24.15,25.27,0.865,0.859,24.65,21.39,1.67,4.12
Wagenin,4,21,146,286,Hol,1,482,Green,1,118,162,204,7.9,15.6,19.2,12.24,7.99,7.6,7.67,3,3.83,5.96,0.09,1.45,0,1.3,0.343,0.038,57.02,5.96,1.096,0.37,0.44,0.41,1.38,195.05,86,54.56,29.87,57.09,31.26,9.8,11.4,24.43,25.56,0.872,0.866,24.65,21.14,2.04,4.13
Wagenin,4,21,147,287,Hol,1,483,Green,1,118,162,204,8.3,15.5,19.1,13.1,6.37,5.67,7.03,2.37,2.97,7,0.32,4.43,2.49,3.58,1.023,-0.165,63.33,6.11,0.776,0.45,0.5,0.47,1.51,129.15,86,59.66,19.36,62.44,20.26,14.2,27.8,14.76,15.45,0.839,0.832,24.65,24.77,1.8,4.08
Wagenin,4,22,148,288,Hol,1,484,Green,1,118,162,204,8.4,13.1,18.5,16.28,16.3,10.41,12,6.87,3.9,5.35,0.14,2.59,8.1,1.22,0.555,-0.011,53.27,5.06,8.71,0.26,0.3,0.28,1.05,209.24,86,56.17,23.69,58.78,24.79,11.2,16.2,18.42,19.28,0.902,0.897,24.65,22.07,1.8,3.81
Wagenin,4,22,149,289,Hol,1,485,Green,1,118,162,204,8.5,13.6,18.4,18.87,12.37,11.14,12.9,6.33,3.93,5.86,0.18,3.13,13.5,5.99,0.825,0.052,53.9,4.82,15.136,0.11,0.3,0.21,1.06,141.38,86,62.81,22.96,65.73,24.03,19,20.9,21.32,22.31,0.941,0.938,24.65,20.41,1.74,3.87
Wagenin,4,22,150,290,Hol,1,486,Green,1,118,162,204,7.5,12.7,17.7,19.1,11.22,9.17,12.63,3.63,3.27,6.37,0.12,2.22,10.62,7.66,0.71,0.453,60.8,4.6,25.119,0.4,0.44,0.42,1.06,185.89,86,64.83,52.11,67.85,54.54,71.3,48.1,48.22,50.47,0.612,0.593,24.65,20.65,1.75,3.81
Wagenin,4,22,151,291,Hol,1,487,Green,1,118,162,204,8.1,13.3,18.3,16.94,12.89,9.44,12.17,5.27,4.1,6.17,0.35,5.74,6.19,4.45,0.592,0.003,53.22,4.82,15.136,0.29,0.33,0.31,1.12,112.07,86,72.54,31.35,75.91,32.8,44.2,52.7,27.19,28.46,0.823,0.814,24.65,21.59,1.62,3.92
Wagenin,4,22,152,292,Hol,1,488,Green,1,118,162,204,8.1,13.3,17.8,13.98,11.11,12.49,12,7,3.53,5.85,0.3,4.88,7.78,11.92,0.909,0.21,59.45,4.8,15.849,0.29,0.33,0.31,1.1,258.53,86,67.74,38.98,70.89,40.79,48.4,29.7,33.33,34.88,0.755,0.744,24.65,21.53,1.71,4.01
Wagenin,4,22,153,293,Hol,1,489,Green,1,118,162,204,8.3,13.8,18.9,17.89,8.37,10.81,9.03,5.67,2.67,5.74,0.19,3.62,14.44,3.54,1.02,0.077,50.38,4.9,12.589,0.24,0.26,0.25,0.96,148.56,86,57.2,42.16,59.86,44.12,31.6,25.5,38.19,39.97,0.748,0.737,24.65,20.14,1.79,4.17
Wagenin,4,22,154,294,Hol,1,490,Green,1,118,162,204,8.2,13.4,17.9,15.75,10.84,9.19,10.93,4.4,2.7,5.72,0.22,4.03,13.57,2.78,1.378,0.146,52.3,4.81,15.488,0.29,0.32,0.31,1.05,119.95,86,57.57,27.82,60.25,29.11,12.6,15.4,22.73,23.79,0.922,0.918,24.65,20.44,1.75,3.85
Wagenin,4,23,155,295,Hol,1,491,Green,1,118,162,204,9.5,14,19.1,19.95,11.92,13.87,14.4,6,5.23,9.1,0.38,6.2,0,0,2.234,0.214,66.07,5.27,5.37,0.38,0.43,0.4,1.25,126.23,86,64.27,32.1,67.26,33.6,18.9,38.1,38.52,40.31,0.779,0.769,24.65,19.25,1.85,4.17
Wagenin,4,23,156,296,Hol,1,492,Green,1,118,162,204,8.5,13.5,17.6,19.86,11.26,12.42,14.5,5,4.1,6.79,0.29,5.07,0.53,0.29,0.014,-0.021,52.87,5.4,3.981,0.63,0.76,0.69,1.43,97.09,86,73.7,43.44,77.13,45.46,60.4,59.4,41.77,43.71,0.776,0.766,24.65,18.3,1.92,4.17
Wagenin,4,23,157,297,Hol,1,493,Green,1,118,162,204,10.1,14.5,17.5,19,13.03,16.17,17.63,10.83,12.07,5.37,0.29,5.14,0.23,0.6,0.496,-0.015,48.03,5.8,1.585,0.22,0.25,0.24,1.17,187.29,86,56.78,69.41,59.42,72.64,54.4,49.9,66.75,69.86,0.439,0.413,24.65,18.48,1.57,4.21
Wagenin,4,23,158,298,Hol,1,494,Green,1,118,162,204,9.9,13.9,17.7,17.4,8.62,13.39,14.8,6.97,8.03,6.22,0.27,4.51,20.41,0.93,0.897,-0.034,55.82,5.51,3.09,0.23,0.25,0.24,1.03,NA,86,76.36,NA,79.91,NA,NA,61.4,NA,NA,NA,NA,24.65,NA,1.58,4.07
Wagenin,4,23,159,299,Hol,1,495,Green,1,118,162,204,8.7,13.9,16.9,21.87,15.35,9.41,16.1,7.67,6.2,8.15,0.31,5.39,22.58,1.31,1.101,-0.04,58.65,5.49,3.236,0.33,0.38,0.35,1.34,96.38,86,59.89,27.47,62.68,28.75,62.2,63,39.76,41.61,0.796,0.786,24.65,18.47,1.62,4.28
Wagenin,4,23,160,300,Hol,1,496,Green,1,118,162,204,8.7,14.3,17.1,22.86,17.11,15.68,18.13,11.7,13.47,7.47,0.4,6.99,0.92,0.69,0.699,0.029,54.57,5.89,1.288,0.35,0.4,0.38,1.43,88.44,86,65.36,41.68,68.4,43.61,52.8,52.7,35.58,37.23,0.824,0.815,24.65,19.08,1.63,4.01
Wagenin,4,23,161,301,Hol,1,497,Green,1,118,162,204,8.8,14.8,17.6,19.64,13.3,7.41,15.67,11,10.47,6.99,0.52,8.78,14.41,1.43,0.853,-0.06,46.5,5.68,2.089,0.25,0.28,0.27,1.32,112.52,86,60.67,28.7,63.49,30.04,50.5,60.5,22.94,24.01,0.947,0.944,24.65,19.86,1.97,4.3
Wagenin,4,24,162,302,Hol,1,498,Green,1,118,162,204,9.6,13.4,18.3,22.48,12.63,14.8,18.9,8.47,10.53,7.1,0.59,10.98,16.42,2.75,0.582,-0.159,59.83,6.23,0.589,0.3,0.34,0.32,1.43,152.12,86,55.1,30.22,57.67,31.63,11,11,24.61,25.76,0.86,0.853,24.65,21.39,1.7,4.24
Wagenin,4,24,163,303,Hol,1,499,Green,1,118,162,204,10.5,13.8,17.9,20.66,12.37,15.51,18.27,7.5,12.83,6.86,0.15,3.2,1.11,1.63,0.624,-0.086,61.14,6.45,0.355,0.4,0.45,0.42,1.55,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.65,NA,1.74,4.1
Wagenin,4,24,164,304,Hol,1,500,Green,1,118,162,204,10.2,12.9,17.5,22.17,11.59,12.98,19.37,6.6,10,7.33,0.39,7.66,0.14,1.07,0.696,-0.025,58.13,6.51,0.309,0.37,0.43,0.4,1.45,111.09,86,71.44,16.63,74.77,17.4,25.6,31.8,28.18,29.49,0.943,0.94,24.65,18.58,1.64,4.27
Wagenin,4,24,165,305,Hol,1,501,Green,1,118,162,204,9.9,13.2,17.5,20.05,11.48,12.92,19.17,7,9.2,6.89,0.23,4.79,14.57,1.46,0.661,-0.081,51.51,6.29,0.513,0.26,0.3,0.28,1.38,158.35,86,55.63,34.65,58.22,36.26,29.8,20,30.09,31.49,0.835,0.827,24.65,20.43,2.05,3.84
Wagenin,4,24,166,306,Hol,1,502,Green,1,118,162,204,10.7,13.9,17.7,19.14,11.48,12.87,13.2,8.5,6.77,7.06,0.37,7.27,1.13,1.17,0.704,-0.064,57.6,6.29,0.513,0.31,0.35,0.33,1.45,134.17,86,64.14,15.17,67.12,15.88,14.7,13,9.04,9.47,0.926,0.922,24.65,23.96,1.85,4.25
Wagenin,4,24,167,307,Hol,1,503,Green,1,118,162,204,10.3,14.2,17.4,21.62,11.86,13.75,18.53,7.63,10.13,7.81,0.45,8.34,16.24,2.32,0.525,-0.127,60.59,6.18,0.661,0.39,0.43,0.41,1.49,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.65,NA,1.8,4.32
Wagenin,4,24,168,308,Hol,1,504,Green,1,118,162,204,10.4,12.6,16.3,20.22,12.32,14.66,21,9.23,8.23,6.53,0.32,6.49,0,0.18,0.236,0.009,64.4,6.45,0.355,0.27,0.31,0.29,1.13,133.02,86,68.84,40.79,72.05,42.68,56.1,51.8,36.4,38.09,0.823,0.815,24.65,18.85,1.88,4.15
Umea,1,1,1,141,Fes,0,505,Red,0,125,170,216,4.5,10.1,13.9,41.91,36.12,44.27,NA,NA,NA,5.37,0.26,3.33,69.82,0.81,0.822,-0.02,60.76,5.76,1.738,0.33,0.37,0.35,1.12,154.86,91,31.95,30.06,31.6,29.73,74.7,81,25.45,25.17,0.902,0.903,43.69,35.8,0.92,1.37
Umea,1,1,2,142,Fes,0,506,Red,0,125,170,216,4.5,9.6,13.9,44.68,33.71,40.73,NA,NA,NA,6.64,0.24,3.39,37.62,1.76,1.597,-0.09,65.8,5.75,1.778,0.43,0.51,0.47,1.15,146.37,91,30.95,17.52,30.61,17.33,67.4,73.5,9.75,9.64,0.826,0.828,43.69,46.95,0.92,1.53
Umea,1,1,3,143,Fes,0,507,Red,0,125,170,216,4.5,10.1,12.9,47.74,37.34,40.86,NA,NA,NA,7.25,0.27,3.86,61.88,1.1,2.8,1.099,68.41,5.48,3.311,0.37,0.41,0.39,1.03,137.42,91,27.65,20.18,27.35,19.96,58.8,63.7,14.25,14.1,0.907,0.908,43.69,41.17,1.14,1.37
Umea,1,1,4,144,Fes,0,508,Red,0,125,170,216,4.4,9.6,13,44.67,34.45,41.82,NA,NA,NA,6.19,0.24,3.56,17.76,1.49,0.963,0.029,46.48,5.59,2.57,0.31,0.33,0.32,0.95,121.49,91,30.1,18.12,29.77,17.92,73.2,77.3,10.39,10.27,0.736,0.739,43.69,52.6,0.99,1.47
Umea,1,1,5,145,Fes,0,509,Red,0,125,170,216,4.6,10.6,13.2,46.1,38.99,43.94,NA,NA,NA,6.31,0.22,3.24,19.7,1.25,1.73,-0.029,68.43,5.41,3.89,0.35,0.38,0.37,0.87,106.25,91,23.83,23.59,23.57,23.33,67.6,70.7,17.55,17.36,0.896,0.897,43.69,39.88,0.99,1.49
Umea,1,1,6,146,Fes,0,510,Red,0,125,170,216,4.6,9.7,13.1,42.38,34.79,42.67,NA,NA,NA,5.74,0.2,2.77,23.27,0.99,1.868,0.004,62.69,5.4,3.981,0.32,0.35,0.34,1,156.62,91,43.99,28.74,43.51,28.42,71,78.3,22.3,22.06,1.07,1.07,43.69,31.41,0.97,1.5
Umea,1,1,7,147,Fes,0,511,Red,0,125,170,216,4.6,10.2,13.3,42.52,35.67,45.14,NA,NA,NA,5.49,0.18,2.6,42.12,0.78,1.174,-0.003,61.11,5.32,4.786,0.27,0.3,0.28,0.85,150.91,91,28.1,30.82,27.79,30.49,73.7,74.9,23.95,23.68,1.077,1.076,43.69,30.4,0.87,1.5
Umea,1,2,8,148,Fes,0,512,Red,0,125,170,216,4.5,9.9,13,45.66,32.02,52.27,NA,NA,NA,6.9,0.23,3.16,27.88,1.05,1.68,0.037,61,5.65,2.239,0.34,0.38,0.36,1.09,154.8,91,32.5,29.33,32.14,29,75,78.1,23.8,23.54,0.751,0.753,43.69,43.92,1,1.39
Umea,1,2,9,149,Fes,0,513,Red,0,125,170,216,4.5,10.2,13.6,44.93,37.41,39.91,NA,NA,NA,6.66,0.23,3.32,43.64,2.42,0.965,-0.094,66.82,5.55,2.818,0.67,0.72,0.7,1.23,135.27,91,26.65,19.04,26.36,18.83,43.9,46.8,11.25,11.12,1.002,1.002,43.69,38.44,1.07,1.43
Umea,1,2,10,150,Fes,0,514,Red,0,125,170,216,4.8,10.2,12.8,44.76,31.33,47.61,NA,NA,NA,3.03,0.23,3.08,32.38,1.41,1.218,-0.042,64.17,5.8,1.585,0.34,0.37,0.36,1.09,162.52,91,30.19,23.24,29.86,22.98,66.8,73.2,17.6,17.41,0.843,0.844,43.69,42.42,1,1.54
Umea,1,2,11,151,Fes,0,515,Red,0,125,170,216,3.9,9,13,41.79,29.74,42.19,NA,NA,NA,5.38,0.22,3.17,32.9,0.96,1.102,-0.043,60.45,5.5,3.162,0.37,0.39,0.38,1.17,91.24,91,24.9,19.54,24.63,19.33,76.2,81.3,12.53,12.39,0.738,0.741,43.69,51.02,1.03,1.49
Umea,1,2,12,152,Fes,0,516,Red,0,125,170,216,4.6,9.8,13.1,43.94,36.4,44.76,NA,NA,NA,6.14,0.2,2.98,6.77,1.09,1.303,-0.059,59.61,5.23,5.888,0.33,0.38,0.35,0.83,105.38,91,31.01,17.18,30.67,16.99,60.5,72,10.33,10.22,0.816,0.818,43.69,47.67,1.08,1.37
Umea,1,2,13,153,Fes,0,517,Red,0,125,170,216,4.9,10.4,13.8,47.28,34.79,42.34,NA,NA,NA,8.11,0.28,3.96,36.01,2.36,2.29,-0.013,72.87,5.05,8.913,0.36,0.42,0.39,1.13,147.8,91,21.49,14.46,21.26,14.3,54.5,60.7,7.87,7.79,0.986,0.986,43.69,40.64,1.13,1.42
Umea,1,2,14,154,Fes,0,518,Red,0,125,170,216,4.7,10.3,13.8,43.08,34.65,44.99,NA,NA,NA,6.73,0.23,3.27,27.71,2.24,1.899,-0.113,71.25,5.18,6.607,0.31,0.36,0.33,1.06,117.01,91,24.29,18.79,24.02,18.58,63.1,70.8,13.81,13.66,1.058,1.058,43.69,35.16,1.1,1.38
Umea,1,3,15,155,Fes,0,519,Red,0,125,170,216,5.8,11.8,14.5,43.9,37.63,39.94,NA,NA,NA,6.08,0.22,3.16,5.07,1.53,1.145,-0.083,55.98,5.88,1.318,0.57,0.6,0.59,1.2,117.04,91,24.35,15.98,24.08,15.8,65.9,67.9,9.61,9.51,1.094,1.092,43.69,35.95,1.08,1.48
Umea,1,3,16,156,Fes,0,520,Red,0,125,170,216,5.6,11.9,14.6,43.37,38.6,40.49,NA,NA,NA,6.09,0.19,2.84,4.93,1.06,0.603,-0.066,53.96,5.83,1.479,0.35,0.39,0.37,0.92,82.36,91,21.44,9.15,21.2,9.05,12,12.8,2.37,2.34,0.752,0.754,43.69,55.79,1.05,1.41
Umea,1,3,17,157,Fes,0,521,Red,0,125,170,216,5.5,11.7,15.5,44.23,39.92,41.9,NA,NA,NA,5.88,0.2,2.95,1.78,9.1,1.364,-0.621,56.79,5.86,1.38,0.47,0.56,0.52,0.96,105.67,91,25.61,10.6,25.33,10.49,13.8,43.8,2.68,2.65,0.621,0.625,43.69,68.07,0.98,1.51
Umea,1,3,18,158,Fes,0,522,Red,0,125,170,216,5.7,12.1,15.4,38.52,38.69,38.84,NA,NA,NA,4.29,0.15,2.35,1.25,2.51,0.835,-0.165,50.21,5.64,2.291,0.28,0.36,0.32,0.75,122.31,91,21.48,18.17,21.24,17.97,15.2,21.7,13.27,13.12,0.721,0.724,43.69,51.66,0.92,1.41
Umea,1,3,19,159,Fes,0,523,Red,0,125,170,216,5.2,11.4,14.4,39.31,36.5,38.13,NA,NA,NA,4.61,0.13,2.06,1.59,2.68,1,-0.115,55.66,5.75,1.778,0.26,0.29,0.27,0.74,137,91,22.39,18.08,22.14,17.88,39.9,50.6,12.97,12.83,0.789,0.791,43.69,48.1,0.86,1.46
Umea,1,3,20,160,Fes,0,524,Red,0,125,170,216,5.1,11.6,14.3,41.05,36.05,38.43,NA,NA,NA,4.68,0.16,2.31,2.17,8.61,0.908,-0.6,49.77,5.93,1.175,0.28,0.32,0.3,0.75,114.07,91,23.33,15.73,23.08,15.56,21.5,24.2,10.02,9.91,0.899,0.9,43.69,43.33,0.91,1.38
Umea,1,3,21,161,Fes,0,525,Red,0,125,170,216,5,11.1,15.1,38.94,34.76,36.28,NA,NA,NA,4.58,0.14,2.13,3.68,1.28,0.608,-0.066,46.67,5.66,2.188,0.27,0.32,0.29,1,125.78,91,28.97,11.67,28.65,11.54,26.2,39.8,5.08,5.03,0.85,0.851,43.69,48.15,0.95,1.48
Umea,1,4,22,162,Fes,0,526,Red,0,125,170,216,5.5,12.4,15,41.16,38.23,39.08,NA,NA,NA,4.92,0.17,2.47,2.67,3.73,1.059,-0.256,53.08,5.67,2.138,0.33,0.39,0.36,0.88,98.73,91,24.44,9.87,24.18,9.76,18.9,18,2.33,2.3,0.747,0.75,43.69,56.51,1.04,1.47
Umea,1,4,23,163,Fes,0,527,Red,0,125,170,216,5.6,11.8,14.4,46.15,38.81,37.95,NA,NA,NA,4.4,0.15,2.34,2.1,3.34,1,-0.113,50.15,5.76,1.738,0.26,0.3,0.28,0.77,97.97,91,27.27,11.07,26.97,10.95,21.9,22.7,4.12,4.07,1.024,1.024,43.69,40.56,0.89,1.51
Umea,1,4,24,164,Fes,0,528,Red,0,125,170,216,5.2,11.2,14.5,41.81,36.16,42.43,NA,NA,NA,4.99,0.12,1.88,3.38,2.98,1.385,-0.186,53.6,5.82,1.514,0.28,0.33,0.3,1.03,131.67,91,36.8,12.79,36.4,12.65,35.8,40.3,6.68,6.61,0.813,0.815,43.69,49.74,0.91,1.49
Umea,1,4,25,165,Fes,0,529,Red,0,125,170,216,5.3,11.7,14.6,40.99,37.34,39.25,NA,NA,NA,4.69,0.15,2.19,1.44,0.86,0.554,-0.053,50.42,5.83,1.479,0.27,0.31,0.29,0.87,100.39,91,25.72,11.24,25.43,11.12,11.8,31.2,3.78,3.74,0.832,0.833,43.69,50.19,1,1.44
Umea,1,4,26,166,Fes,0,530,Red,0,125,170,216,5.2,12,15.3,40.36,36.43,38.36,NA,NA,NA,4.99,0.15,2.29,4.23,3.41,0.665,-0.241,46.73,5.64,2.291,0.32,0.31,0.31,0.94,109.56,91,19.89,12.09,19.67,11.96,25.8,20.5,8.09,8,0.925,0.926,43.69,43.1,1.14,1.54
Umea,1,4,27,167,Fes,0,531,Red,0,125,170,216,5.2,11.9,14.3,43.38,39.99,39.76,NA,NA,NA,5.51,0.18,2.7,3.38,6.09,1.435,-0.331,48.18,5.67,2.138,0.29,0.33,0.31,0.77,97.12,91,23.06,9.59,22.8,9.49,14.8,14.5,1.38,1.37,1.141,1.14,43.69,37.35,1.02,1.5
Umea,1,4,28,168,Fes,0,532,Red,0,125,170,216,5.2,11.5,15.1,35.23,36.59,36.85,NA,NA,NA,3.69,0.14,2.11,0.73,7.99,1.027,-0.516,42.3,5.61,2.455,0.27,0.29,0.28,0.75,79.58,91,28.27,14.99,27.96,14.82,10.5,33.8,8.25,8.16,0.874,0.876,43.69,45.12,1.1,1.44
Uppsala,2,5,29,169,Fes,0,533,Red,0,128,174,226,11.7,14,14.8,25.2,22.03,18.17,NA,NA,NA,3.89,0.12,1.68,0.51,1,-0.025,-0.071,45.08,6.44,0.363,0.22,0.21,0.21,1.95,162.43,98,30.84,24.67,28.32,22.65,20.4,17.2,18.43,16.93,0.947,0.952,43.69,37.26,1.06,1.41
Uppsala,2,5,30,170,Fes,0,534,Red,0,128,174,226,10.9,13.4,13.5,26.14,27.48,22.96,NA,NA,NA,5.26,0.23,3.07,3.41,0.54,-0.089,-0.028,50.67,6.41,0.389,NA,NA,NA,1.62,136.34,98,36.32,28.92,33.36,26.56,23.2,36.9,24.41,22.42,0.724,0.746,43.69,45.18,0.89,1.36
Uppsala,2,5,31,171,Fes,0,535,Red,0,128,174,226,10.4,13.3,14.1,28.85,27.21,20.07,NA,NA,NA,5.74,0.24,2.8,12.31,1.87,0.152,-0.123,53.53,6.24,0.575,0.31,0.34,0.32,1.37,147.44,98,38.71,28.54,35.55,26.21,28.8,25.3,23.73,21.79,0.726,0.748,43.69,45.63,1.04,1.38
Uppsala,2,5,32,172,Fes,0,536,Red,0,128,174,226,10.2,13.5,14.8,29.09,26.35,18.18,NA,NA,NA,6.25,0.22,2.88,0.07,0,0,0,47.29,6.16,0.692,NA,NA,NA,1.62,101.13,98,41.97,6.24,38.54,5.73,10,16.9,0.55,0.5,0.502,0.543,43.69,85.68,0.89,1.39
Uppsala,2,5,33,173,Fes,0,537,Red,0,128,174,226,10.4,13.7,14.3,31.02,25.08,20.25,NA,NA,NA,7.07,0.2,2.42,1.55,0.16,0.075,-0.008,60.27,6.37,0.427,NA,NA,NA,1.62,135.77,98,46.17,18.94,42.4,17.39,10.9,15,11.4,10.47,1.01,1.009,43.69,38.02,0.98,1.45
Uppsala,2,5,34,174,Fes,0,538,Red,0,128,174,226,12.2,13.8,14.7,34.51,26.67,24.19,NA,NA,NA,6.24,0.23,2.67,12.27,0.38,0.177,-0.011,60.02,6.24,0.575,0.32,0.35,0.33,1.7,148.3,98,35.04,28.6,32.18,26.27,14.3,23.9,26.26,24.12,0.844,0.856,43.69,37.87,1.09,1.51
Uppsala,2,5,35,175,Fes,0,539,Red,0,128,174,226,10.2,13,15,29.98,29.72,22.55,NA,NA,NA,6.78,0.28,3.39,15.58,3.23,0.754,-0.209,61.82,6.07,0.851,0.29,0.31,0.3,1.48,148.11,98,30.28,32.61,27.81,29.95,25.2,28.9,29.69,27.26,0.875,0.885,43.69,34.73,1.15,1.45
Uppsala,2,6,36,176,Fes,0,540,Red,0,128,174,226,9.5,14.3,16.1,41.56,30.1,20.58,NA,NA,NA,9.4,0.49,6.3,14.65,6.93,0.724,-0.319,85.37,6.43,0.372,0.6,0.63,0.61,1.82,191.44,98,23.19,29.21,21.29,26.83,15.1,16,24.82,22.79,0.733,0.755,43.69,44.14,1.01,1.42
Uppsala,2,6,37,177,Fes,0,541,Red,0,128,174,226,10.6,16.5,20,37.08,34.98,16.83,NA,NA,NA,10.56,0.32,4.56,13.49,4.79,0.671,-0.085,NA,6.53,0.295,NA,NA,NA,1.82,165.73,98,28.77,26.51,26.42,24.34,17.5,14.7,21.75,19.98,0.684,0.709,43.69,49.78,1.02,1.43
Uppsala,2,6,38,178,Fes,0,542,Red,0,128,174,226,12.1,16.8,16.6,42.15,43.61,30.8,NA,NA,NA,10.4,0.31,4.14,3.08,2.02,0.024,-0.041,66.84,7.15,0.071,NA,NA,NA,1.82,126.23,98,34.37,20.7,31.56,19.01,13.7,24,14.37,13.19,0.808,0.823,43.69,45.83,1.12,1.52
Uppsala,2,6,39,179,Fes,0,543,Red,0,128,174,226,9.8,16.1,15.2,49.13,45.14,41.3,NA,NA,NA,8.93,0.43,5.44,9.79,1.9,-0.686,-0.078,72.43,6.39,0.407,NA,NA,NA,1.82,118.64,98,35.14,29.29,32.27,26.9,47,47,24.71,22.7,0.925,0.931,43.69,35.25,1.08,1.44
Uppsala,2,6,40,180,Fes,0,544,Red,0,128,174,226,9.8,15.6,14.2,62.04,57.93,53.62,NA,NA,NA,11.5,0.46,6.48,5.63,2.82,NA,NA,86.37,6.6,0.251,NA,NA,NA,1.82,148.11,98,30.87,38.28,28.35,35.16,50.4,61.8,37.2,34.16,0.656,0.684,43.69,41.28,1.1,1.45
Uppsala,2,6,41,181,Fes,0,545,Red,0,128,174,226,8.5,NA,NA,57.96,NA,NA,NA,NA,NA,9.86,0.41,5.6,26.73,2.7,NA,NA,91.53,6.2,0.631,0.68,0.71,0.7,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.69,NA,1.03,1.37
Uppsala,2,6,42,182,Fes,0,546,Red,0,128,174,226,8.2,13.3,14,49.26,49.91,42.6,NA,NA,NA,9.89,0.43,6.48,22.51,3.29,0.427,-0.129,77.34,6.17,0.676,0.68,0.74,0.71,1.82,120.92,98,36.2,33.66,33.25,30.92,57.5,66.3,29.09,26.72,0.945,0.949,43.69,32.4,0.9,1.36
Uppsala,2,7,43,183,Fes,0,547,Red,0,128,174,226,8.3,14.1,14.1,66.33,65.92,58.5,NA,NA,NA,13.22,0.41,6.14,19.67,2.18,-0.177,-0.093,100.14,6.48,0.331,NA,NA,NA,1.66,NA,98,NA,NA,NA,NA,NA,81.8,NA,NA,NA,NA,43.69,NA,1.04,1.5
Uppsala,2,7,44,184,Fes,0,548,Red,0,128,174,226,9.2,15.2,14.9,60.58,58.51,51.74,NA,NA,NA,12.03,0.4,5.78,1.7,2.21,-0.109,-0.14,100.64,6.63,0.234,NA,NA,NA,1.66,136.79,98,NA,24.41,NA,22.42,51.3,64.2,19.31,17.74,0.821,0.836,43.69,42.52,0.93,1.47
Uppsala,2,7,45,185,Fes,0,549,Red,0,128,174,226,10,15.9,16.2,45.42,37.26,32.74,NA,NA,NA,11.01,0.37,5.17,8.1,8.32,0.483,-0.424,NA,6.56,0.275,NA,NA,NA,1.66,118.07,98,31.01,16.93,28.48,15.54,20.5,26.7,10.46,9.6,0.979,0.981,43.69,39.56,0.99,1.54
Uppsala,2,7,46,186,Fes,0,550,Red,0,128,174,226,10.4,14.9,16.8,44.08,40.25,32.41,NA,NA,NA,NA,0.38,4.98,3.27,2.58,-0.215,-0.113,83.18,6.78,0.166,NA,NA,NA,1.66,111.07,98,NA,18.08,NA,16.6,15.6,21.6,13.43,12.33,1.131,1.12,43.69,33.22,0.89,1.48
Uppsala,2,7,47,187,Fes,0,551,Red,0,128,174,226,11.5,16.2,15.8,46.03,48.76,39.6,NA,NA,NA,10.96,0.53,6.92,8.38,3.2,0.041,-0.153,85.92,7.26,0.055,NA,NA,NA,1.66,120.81,98,31.47,22.15,28.9,20.34,57.3,48,17.29,15.88,0.903,0.911,43.69,39.53,0.89,1.43
